Timestamp,Instance,Ram size,Cpu size,Storage,Db size,Rows count,Avg Obj size,First stage count,Avg response time,Docs / ms,allowDiskUse,Cpu user,Cpu nice,Cpu system,Cpu iowait,Mem free,Mem used,Mem usage,other response times,,,,
1548505043138,t3.large,8,2,nvme1n1p1,9707263733,1980001,4902,1298038,16060,81,TRUE,,,,,,,16145,16005,15947,16189,16016,
1548505133615,t3.large,8,2,nvme1n1p1,9707263733,1980001,4902,1461014,17992,81,TRUE,,,,,,,18167,17995,18103,17756,17941,
1548505235108,t3.large,8,2,nvme1n1p1,9707263733,1980001,4902,1623678,20188,80,TRUE,,,,,,,20471,19772,19774,20715,20209,
1548505348712,t3.large,8,2,nvme1n1p1,9707263733,1980001,4902,1786698,22599,79,TRUE,,,,,,,22803,22419,22836,22349,22589,
1548505469667,t3.large,8,2,nvme1n1p1,9707263733,1980001,4902,1949300,24058,81,TRUE,,,,,,,23490,24407,23760,24180,24453,
1548571895326,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,3076,29,107,TRUE,,,,,,,66,21,20,19,18,
1548571895630,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,8592,60,144,TRUE,,,,,,,93,52,50,49,54,
1548571896488,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,25064,169,148,TRUE,,,,,,,233,142,142,172,157,
1548571898192,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,52015,336,155,TRUE,,,,,,,415,294,414,281,278,
1548571900754,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,78990,505,156,TRUE,,,,,,,578,421,545,428,555,
1548571905138,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,133432,866,154,TRUE,,,,,,,946,869,773,861,879,
1548571910269,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,160491,1013,158,TRUE,,,,,,,1044,1007,1006,1032,977,
1548571920708,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,323086,2061,157,TRUE,,,,,,,1998,1955,2034,2224,2093,
1548571935252,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,486126,2869,169,TRUE,,,,,,,2995,2796,2851,2851,2853,
1548571954093,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,648392,3716,174,TRUE,,,,,,,3780,3750,3693,3669,3688,
1548571975927,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,811211,4302,189,TRUE,,,,,,,4416,4220,4279,4288,4305,
1548572002333,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,974632,5204,187,TRUE,,,,,,,5145,5268,5209,5232,5167,
1548572032907,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1137713,6025,189,TRUE,,,,,,,6013,6006,6028,5995,6083,
1548572068544,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1300415,7025,185,TRUE,,,,,,,6980,7075,6976,6998,7095,
1548572109266,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1462831,8026,182,TRUE,,,,,,,8139,7982,7994,7910,8105,
1548572153771,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1625869,8772,185,TRUE,,,,,,,8842,8660,8783,8838,8737,
1548572202945,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1788342,9692,185,TRUE,,,,,,,9700,9925,9678,9582,9573,
1548572256151,t2.medium,4,2,ebs-gp2-300-iops,905879429,1980001,457,1950380,10485,186,TRUE,,,,,,,10417,10458,10581,10532,10438,
1548593092091,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,505,92,6,TRUE,,,,,,,95,91,91,90,91,
1548593092603,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,971,95,10,TRUE,,,,,,,95,93,96,94,95,
1548593093163,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,2458,104,24,TRUE,,,,,,,103,102,110,103,102,
1548593093783,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,4882,116,42,TRUE,,,,,,,121,117,115,113,113,
1548593094489,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,7331,133,55,TRUE,,,,,,,128,129,127,131,148,
1548593095318,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,12261,156,79,TRUE,,,,,,,158,154,156,156,154,
1548593096239,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,14749,175,84,TRUE,,,,,,,167,170,198,170,171,
1548593097520,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,29385,246,120,TRUE,,,,,,,243,247,246,245,248,
1548593099191,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,44340,322,138,TRUE,,,,,,,330,321,325,315,318,
1548593101253,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,59200,399,148,TRUE,,,,,,,386,390,409,398,412,
1548593104221,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,73943,579,128,TRUE,,,,,,,708,552,557,537,541,
1548593107500,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,88810,640,139,TRUE,,,,,,,669,658,609,666,599,
1548593111063,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,103586,695,149,TRUE,,,,,,,741,688,671,693,684,
1548593114921,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,118515,753,157,TRUE,,,,,,,715,764,772,763,749,
1548593119298,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,133214,846,157,TRUE,,,,,,,847,839,842,821,882,
1548593123957,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,147985,910,163,TRUE,,,,,,,898,909,901,921,923,
1548593129062,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,162881,997,163,TRUE,,,,,,,997,973,1001,1006,1008,
1548593134621,Atlas FreeTier AWS,shared,shared,512mb,402416588,180001,2235,177496,1088,163,TRUE,,,,,,,1058,1090,1074,1101,1117,
1548593684378,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,995,93,11,TRUE,,,,,,,96,92,91,93,93,
1548593684921,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,2042,101,20,TRUE,,,,,,,99,100,100,99,105,
1548593685606,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,5330,129,41,TRUE,,,,,,,134,131,131,129,118,
1548593686377,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,10542,145,73,TRUE,,,,,,,146,144,145,146,146,
1548593687421,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,15903,200,80,TRUE,,,,,,,174,217,216,212,179,
1548593688718,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,26562,249,107,TRUE,,,,,,,298,233,233,243,238,
1548593690110,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,31808,268,119,TRUE,,,,,,,287,263,264,257,267,
1548593692329,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,64042,430,149,TRUE,,,,,,,449,428,426,424,424,
1548593695838,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,96070,686,140,TRUE,,,,,,,619,832,666,656,656,
1548593700262,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,128299,866,148,TRUE,,,,,,,857,844,833,891,903,
1548593705653,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,160627,1039,155,TRUE,,,,,,,1096,1088,1042,966,1005,
1548593711813,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,192759,1207,160,TRUE,,,,,,,1181,1219,1210,1181,1243,
1548593718634,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,224813,1338,168,TRUE,,,,,,,1371,1289,1331,1343,1354,
1548593726216,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,256639,1487,173,TRUE,,,,,,,1503,1492,1466,1491,1481,
1548593734641,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,288692,1652,175,TRUE,,,,,,,1641,1627,1668,1700,1626,
1548593744160,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,320640,1868,172,TRUE,,,,,,,1868,1893,1853,1878,1847,
1548593754961,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,352435,2121,166,TRUE,,,,,,,2080,2114,2444,1988,1979,
1548593766471,Atlas FreeTier AWS,shared,shared,512mb,178433042,390001,457,384559,2261,170,TRUE,,,,,,,2163,2227,2287,2263,2365,
1548590526195,t3.large,8,2,nvme1n1p1,53547391939,19980001,2680,18574,1953,10,TRUE,,,,,,,9189,262,105,106,105,
1548590550739,t3.large,8,2,nvme1n1p1,53547391939,19980001,2680,73104,4903,15,TRUE,,,,,,,20357,1461,1032,835,831,
1548590626693,t3.large,8,2,nvme1n1p1,53547391939,19980001,2680,237673,15169,16,TRUE,,,,,,,59472,4326,4311,4345,3393,
1548591021282,t3.large,8,2,nvme1n1p1,53547391939,19980001,2680,511438,78884,6,TRUE,,,,,,,98321,98636,52012,53263,92186,
1548592001080,t3.large,8,2,nvme1n1p1,53547391939,19980001,2680,784839,195903,4,TRUE,,,,,,,161383,213142,209498,204361,191130,
1548593066102,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,27044,906,30,TRUE,,,,,,,3205,343,340,324,318,
1548593075428,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,54186,1860,29,TRUE,,,,,,,5312,1124,967,1092,805,
1548593086786,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,81236,2264,36,TRUE,,,,,,,5788,1414,1401,1394,1324,
1548593108910,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,135223,4413,31,TRUE,,,,,,,11203,2679,2729,2737,2716,
1548593130077,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,162378,4219,38,TRUE,,,,,,,7721,3268,3327,3354,3424,
1548593192399,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,324441,12436,26,TRUE,,,,,,,33584,7284,7121,7109,7081,
1548593265613,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,486929,14601,33,TRUE,,,,,,,29080,12764,10417,10395,10349,
1548593644811,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,650268,75783,9,TRUE,,,,,,,25869,44014,111645,99837,97552,
1548594114273,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,813476,93818,9,TRUE,,,,,,,111790,90869,86700,92369,87362,
1548594546346,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,976351,86320,11,TRUE,,,,,,,98845,82288,82690,84143,83635,
1548595017639,t2.medium,4,2,ebs-gp2-300-iops,9707010788,1980001,4902,1138609,94155,12,TRUE,,,,,,,97929,87145,98410,92224,95067,
1548596650540,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,5444,54,101,TRUE,,,,,,,64,48,48,55,55,
1548596651316,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,10787,152,71,TRUE,,,,,,,123,200,139,138,160,
1548596652814,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,27037,291,93,TRUE,,,,,,,380,304,258,300,211,
1548596655185,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,54283,466,117,TRUE,,,,,,,387,681,461,418,381,
1548596658470,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,81694,646,126,TRUE,,,,,,,564,552,542,773,799,
1548596664020,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,135840,1088,125,TRUE,,,,,,,955,988,977,1492,1030,
1548596671559,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,163086,1486,110,TRUE,,,,,,,1215,1167,1338,2252,1458,
1548596684618,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,325422,2559,127,TRUE,,,,,,,2873,2873,3205,1996,1847,
1548596699024,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,487885,2825,173,TRUE,,,,,,,3003,2848,2775,2779,2719,
1548596718839,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,650624,3890,167,TRUE,,,,,,,3923,3881,3878,3934,3836,
1548596743604,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,813681,4862,167,TRUE,,,,,,,4874,4743,4964,4851,4879,
1548596772643,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,976216,5700,171,TRUE,,,,,,,5729,5864,5766,5476,5667,
1548596805522,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1139018,6455,176,TRUE,,,,,,,6741,6436,6319,6287,6493,
1548596844831,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1301770,7724,169,TRUE,,,,,,,7822,7713,7732,7868,7485,
1548596887510,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1464679,8384,175,TRUE,,,,,,,8228,8220,8197,8539,8738,
1548596935860,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1627074,9498,171,TRUE,,,,,,,9672,9362,9186,9576,9696,
1548596988167,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1789713,10273,174,TRUE,,,,,,,10588,10659,10024,10051,10043,
1548597045497,docker,8,4,APPLE SSD AP0256J,905859171,1980001,457,1952603,11262,173,TRUE,,,,,,,11799,11437,11166,10866,11044,
1548745528157,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,0,1.2,0,TRUE,,,,,,,2,1,1,1,1,
1548745528164,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,0,0.4,0,TRUE,,,,,,,1,1,0,0,0,
1548745697648,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,8481,33895.8,0,TRUE,,,,,,,169255,55,57,56,56,
1548745717223,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,35843,3911,9,TRUE,,,,,,,18693,207,229,217,209,
1548745730042,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,62639,2528.4,25,TRUE,,,,,,,11196,350,344,398,354,
1548745753392,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,116715,4646.4,25,TRUE,,,,,,,17322,2192,1598,1179,941,
1548745766305,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,144044,2541.4,57,TRUE,,,,,,,6592,1509,1325,1385,1896,
1548745803284,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,306325,7310.2,42,TRUE,,,,,,,19891,5172,4207,3857,3424,
1548745834567,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,468944,6187.4,76,TRUE,,,,,,,9033,5516,5285,5834,5269,
1548745873462,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,631553,7675.8,82,TRUE,,,,,,,8635,7203,7586,7290,7665,
1548745920632,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,793981,9309.6,85,TRUE,,,,,,,9295,9433,9425,8954,9441,
1548745989970,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,956518,13727.8,70,TRUE,,,,,,,23473,11681,11426,11168,10891,
1548746057862,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1119150,13337.8,84,TRUE,,,,,,,13099,13619,13418,13347,13206,
1548746134740,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1281885,15252.4,84,TRUE,,,,,,,15107,15273,15205,15252,15425,
1548746221634,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1445022,17208,84,TRUE,,,,,,,17278,17536,17503,16818,16905,
1548746318450,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1607721,19160.6,84,TRUE,,,,,,,18904,18928,19292,19287,19392,
1548746428335,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1770677,21783.8,81,TRUE,,,,,,,21662,21654,21657,21503,22443,
1548746553799,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,1934209,24873.8,78,TRUE,,,,,,,23760,23940,23987,23805,28877,
1548792433118,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,0,17.8,0,TRUE,0.415,0,0.75,0,147176.5,7923919.5,98.175,14,12,21,14,28
1548792463378,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,0,12.2,0,TRUE,1.415,0,1.16,0,136951,7934145,98.3,11,11,18,11,10
1548792493658,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,5639,189,30,TRUE,3,0,1.085,8.66,156532,7914564,98.06,639,124,74,55,53
1548792523962,t3.large,8,2,nvme1n1p1,4426419658,1980001,2235,32823,832,39,TRUE,8.965,0,2.345,41.125,128385.5,7942710.5,98.41,3098,219,357,255,231
